timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,external_e,external_n,true_e,true_n,true_heading,is_step
3.8300,0.09229057,0.07082999,9.84121004,0.00128400,-0.00242064,0.01273327,1.05700998,-0.04964339,0.35678301,,,0.00000000,0.00000000,0.00000000,0
3.8400,-0.01407927,-0.05699022,9.89276852,0.00437038,-0.00162460,0.01595136,1.04280090,-0.04428986,0.34574111,,,0.00000000,0.00000000,0.00000000,0
3.8500,0.09119761,0.06457735,9.96699826,-0.00322506,-0.00114788,0.01208627,1.05444209,-0.01908696,0.36869439,,,0.00000000,0.00000000,0.00000000,0
3.8600,0.13483231,0.07895371,9.92291102,0.00538140,-0.00274050,0.01238493,1.04518445,-0.02787069,0.36282090,,,0.00000000,0.00000000,0.00000000,0
3.8700,-0.08247253,-0.04047714,9.89511364,-0.00556334,-0.00028894,0.01002350,1.03808833,-0.00446503,0.35877638,,,0.00000000,0.00000000,0.00000000,0
3.8800,0.00934990,0.04290087,9.84118288,0.00315434,-0.00372908,0.01555118,1.04845134,-0.03081094,0.34554463,,,0.00000000,0.00000000,0.00000000,0
3.8900,-0.03405976,0.08554392,9.92328034,0.00388862,-0.00474942,0.01211614,1.03973599,-0.03439019,0.34360290,,,0.00000000,0.00000000,0.00000000,0
3.9000,0.05754030,0.04413673,9.95500274,-0.00176053,0.00029805,0.01299005,1.05256002,0.00014278,0.35978295,,,0.00000000,0.00000000,0.00000000,0
3.9100,0.06728286,-0.22661291,9.81595284,0.00660449,0.00373469,0.02053909,1.03898180,-0.04011338,0.33376298,,,0.00000000,0.00000000,0.00000000,0
3.9200,0.00347367,-0.10873607,9.88589419,0.00163251,0.00055418,0.01482792,1.04960815,-0.02092334,0.34376785,,,0.00000000,0.00000000,0.00000000,0
3.9300,0.13537617,-0.06879245,9.77921339,0.00574063,-0.00661007,0.01485728,1.04179428,-0.04204917,0.37664207,,,0.00000000,0.00000000,0.00000000,0
3.9400,0.20224278,-0.06611501,9.77136281,0.00084639,-0.00270069,0.00886015,1.04233315,-0.02281852,0.38094309,,,0.00000000,0.00000000,0.00000000,0
3.9500,0.05901418,0.00405461,9.81359599,-0.00479113,0.00044507,0.01290616,1.00760682,-0.02326181,0.35962970,,,0.00000000,0.00000000,0.00000000,0
3.9600,0.10323629,-0.06898556,9.79616393,-0.00853387,-0.00545513,0.01892655,1.03637905,-0.02899093,0.37419176,,,0.00000000,0.00000000,0.00000000,0
3.9700,0.05428727,0.03166152,9.81929188,0.00351576,0.00415363,0.01720508,1.03097915,-0.03885087,0.38138414,,,0.00000000,0.00000000,0.00000000,0
3.9800,0.06645004,-0.03747933,10.09595469,0.00129868,-0.00857059,0.01521258,1.05592130,-0.02196587,0.36783002,,,0.00000000,0.00000000,0.00000000,0
3.9900,-0.01668477,0.08073373,9.86581230,-0.00175419,0.00506373,0.01429567,1.04221095,-0.03345899,0.35375471,,,0.00000000,0.00000000,0.00000000,0
4.0000,0.02985904,0.02773321,9.94151925,0.00937891,0.00319264,0.01526464,1.04559611,-0.03589923,0.33237047,,,0.00000000,0.00000000,0.00000000,0
4.0100,0.14136125,-0.00370786,9.82196829,-0.00385432,0.00064110,0.01659042,1.03856023,-0.02484302,0.35401926,,,0.00000000,0.00000000,0.00000000,0
4.0200,-0.00301169,0.01077226,9.91647199,0.00395046,-0.00451869,0.01369905,1.05094874,-0.02465421,0.37029479,,,0.00000000,0.00000000,0.00000000,0
4.0300,0.15184408,0.00347444,9.95481346,-0.00300824,-0.00158527,0.00505119,1.04290660,-0.03149275,0.36455555,,,0.00000000,0.00000000,0.00000000,0
4.0400,0.16134168,-0.01681596,9.75115531,-0.00197254,0.00120366,0.02286103,1.05412201,-0.03545484,0.34340108,,,0.00000000,0.00000000,0.00000000,0
4.0500,-0.05434217,-0.14502423,9.99732723,0.00596988,-0.00230243,0.01954345,1.06082311,-0.03666850,0.36157896,,,0.00000000,0.00000000,0.00000000,0
4.0600,-0.02779269,0.06854733,9.91685855,0.00897416,-0.00957336,0.01438172,1.03416273,-0.02567817,0.37662241,,,0.00000000,0.00000000,0.00000000,0
4.0700,0.17722153,0.05024751,9.86181038,-0.00053044,0.00505031,0.02064233,1.06592469,-0.04821666,0.33477039,,,0.00000000,0.00000000,0.00000000,0
4.0800,0.02399756,-0.02318658,9.88402088,0.00184100,-0.00265988,0.00977588,0.99163700,-0.02020666,0.37905624,,,0.00000000,0.00000000,0.00000000,0
4.0900,-0.00245949,-0.03261026,9.99874560,-0.00462567,0.00369563,0.02015715,1.04489894,-0.03325691,0.36822144,,,0.00000000,0.00000000,0.00000000,0
4.1000,-0.09617106,-0.00932095,9.79744378,-0.00738074,0.00768698,0.01576347,1.02725465,-0.01924687,0.37592390,,,0.00000000,0.00000000,0.00000000,0
4.1100,0.05496297,0.03718846,9.86539119,-0.00334405,0.00925078,0.01855231,1.05928062,-0.01851927,0.34859790,,,0.00000000,0.00000000,0.00000000,0
4.1200,0.10183895,-0.15718715,9.95855913,0.00488304,-0.00142512,0.01361680,1.03620238,-0.04242819,0.38342582,,,0.00000000,0.00000000,0.00000000,0
4.1300,-0.00825034,0.01979265,9.88459585,0.00235425,-0.00645591,0.01560243,1.05937952,-0.02986500,0.35499491,,,0.00000000,0.00000000,0.00000000,0
4.1400,-0.16684497,-0.09048513,9.88764067,-0.00046250,0.00552656,0.01733607,1.04451914,-0.03870908,0.36363524,,,0.00000000,0.00000000,0.00000000,0
4.1500,0.16431809,-0.00701854,9.89061567,-0.00233183,-0.00217395,0.01919178,1.04833227,-0.02263430,0.35673419,,,0.00000000,0.00000000,0.00000000,0
4.1600,-0.07301473,0.08449174,10.01456616,0.00295479,-0.00139139,0.01705536,1.00403523,-0.03189147,0.33522976,,,0.00000000,0.00000000,0.00000000,0
4.1700,0.04228600,-0.04758056,9.74047602,0.00277395,0.00200753,0.01677210,1.01617752,0.00394862,0.34860783,,,0.00000000,0.00000000,0.00000000,0
4.1800,0.11066568,0.18618235,9.92736905,0.00125473,-0.00333833,0.01262993,1.03807925,-0.03360122,0.34331102,,,0.00000000,0.00000000,0.00000000,0
4.1900,0.14109628,0.01336698,9.79119873,0.00359074,-0.00108339,0.02186520,1.06464934,-0.05636107,0.36285571,,,0.00000000,0.00000000,0.00000000,0
4.2000,0.14693381,-0.12876599,9.85314681,-0.00090648,-0.00614715,0.01583152,1.03212602,-0.01051942,0.36822714,,,0.00000000,0.00000000,0.00000000,0
4.2100,0.06230814,0.04063277,9.90327885,-0.01036072,-0.00137117,0.01409541,1.04192776,-0.05132597,0.36729525,,,0.00000000,0.00000000,0.00000000,0
4.2200,0.07094676,-0.09091905,9.76685029,0.00778833,0.00210089,0.01370124,1.05509687,-0.01957668,0.35139907,,,0.00000000,0.00000000,0.00000000,0
4.2300,0.04491845,-0.08681558,9.76537715,0.00093540,0.00325502,0.01018746,1.05000914,-0.04072602,0.35932318,,,0.00000000,0.00000000,0.00000000,0
4.2400,-0.06127572,-0.06921028,9.72179369,-0.00067244,-0.00118421,0.01204313,1.04609905,-0.03275784,0.34106712,,,0.00000000,0.00000000,0.00000000,0
4.2500,-0.06779750,-0.16081095,9.88458076,0.00056547,-0.00778954,0.00890535,1.03734686,-0.04231477,0.33800716,,,0.00000000,0.00000000,0.00000000,0
4.2600,0.07263874,0.13057128,9.75019762,0.01086774,-0.00365561,0.01581299,1.05609380,-0.03165970,0.34798447,,,0.00000000,0.00000000,0.00000000,0
4.2700,-0.01436776,0.04300891,9.85265810,0.00000658,0.00436832,0.01467189,1.03295886,-0.02303515,0.35080564,,,0.00000000,0.00000000,0.00000000,0
4.2800,0.01384016,0.10673358,9.84292751,-0.00084508,-0.00479355,0.01587233,1.03013899,-0.02544774,0.35765229,,,0.00000000,0.00000000,0.00000000,0
4.2900,-0.05249559,-0.13535520,9.89685555,-0.00854328,0.00495871,0.00999723,1.02723862,-0.04530127,0.37473831,,,0.00000000,0.00000000,0.00000000,0
4.3000,0.06441933,-0.13973619,9.79116830,0.00177990,0.00161336,0.01330878,1.03641943,-0.01168319,0.36434785,,,0.00000000,0.00000000,0.00000000,0
4.3100,0.08277701,0.01618134,9.81854223,0.00045169,-0.00013517,0.01243072,1.03946970,-0.03302226,0.37956841,,,0.00000000,0.00000000,0.00000000,0
4.3200,0.08977730,0.01574837,9.72735346,0.00045661,0.00046009,0.01896154,1.03101799,-0.03524631,0.34332733,,,0.00000000,0.00000000,0.00000000,0
4.3300,0.01503490,0.00321005,9.82415394,-0.00508482,-0.00324485,0.00903122,1.03820850,-0.04335364,0.35721721,,,0.00000000,0.00000000,0.00000000,0
4.3400,-0.13111455,-0.05264118,9.93016745,0.00594193,0.00630102,0.00891962,1.02194572,-0.02181853,0.36047458,,,0.00000000,0.00000000,0.00000000,0
4.3500,0.16643245,-0.20526261,10.07906571,0.00414654,0.00075045,0.02013229,1.04361659,-0.03841669,0.37441258,,,0.00000000,0.00000000,0.00000000,0
4.3600,-0.05017091,0.04655767,9.96873585,0.00076962,0.00186151,0.01643987,1.07011474,-0.03146725,0.34407271,,,0.00000000,0.00000000,0.00000000,0
4.3700,0.11864138,-0.01803052,9.77708659,0.00021554,0.00806917,0.00872306,1.04995608,-0.03266083,0.35757236,,,0.00000000,0.00000000,0.00000000,0
4.3800,0.09012470,-0.08721865,9.66818440,0.00024903,-0.00220405,0.02039194,1.04999228,-0.04962385,0.36616014,,,0.00000000,0.00000000,0.00000000,0
4.3900,0.26631189,0.02664816,10.01544617,0.00772987,-0.00105327,0.02096509,1.02498773,-0.04800862,0.34971058,,,0.00000000,0.00000000,0.00000000,0
4.4000,-0.03292982,0.08740023,9.99718953,0.00277416,0.00277666,0.01956252,1.06199257,-0.03891380,0.36228678,,,0.00000000,0.00000000,0.00000000,0
4.4100,0.16436396,-0.03169651,9.77380304,-0.00076981,-0.00004805,0.00674403,1.02665602,-0.02035315,0.36012985,,,0.00000000,0.00000000,0.00000000,0
4.4200,0.02581498,-0.20622153,9.73383901,0.00301815,0.00204521,0.01547603,1.05747427,-0.02694950,0.35549597,,,0.00000000,0.00000000,0.00000000,0
4.4300,0.04735510,-0.10931188,9.85684425,-0.00416438,-0.00272363,0.01153501,1.01274884,-0.02493975,0.36707502,,,0.00000000,0.00000000,0.00000000,0
4.4400,0.03128002,0.12445816,9.97381013,0.00220304,-0.00385415,0.01393018,1.04333509,-0.02692182,0.36369750,,,0.00000000,0.00000000,0.00000000,0
4.4500,0.03641019,0.06671196,9.80762295,0.00178335,-0.00880978,0.00867319,1.05323072,-0.04287447,0.35429938,,,0.00000000,0.00000000,0.00000000,0
4.4600,0.01304824,0.04281794,9.77066715,0.00086992,-0.00206880,0.02193031,1.04673533,-0.02585158,0.34122567,,,0.00000000,0.00000000,0.00000000,0
4.4700,0.01768154,-0.13566767,9.87939779,-0.00736288,0.00099621,0.01222353,1.01105566,-0.02490686,0.36599677,,,0.00000000,0.00000000,0.00000000,0
4.4800,0.17060126,-0.09016775,9.88807036,-0.00403937,0.00582633,0.01610262,1.06511652,-0.02340517,0.34249996,,,0.00000000,0.00000000,0.00000000,0
4.4900,-0.03178575,-0.12196392,9.77113204,-0.00121597,-0.00381391,0.01821178,1.04691583,-0.03134761,0.34530910,,,0.00000000,0.00000000,0.00000000,0
4.5000,0.15638017,0.15899484,9.90864350,-0.00001095,0.00107653,0.01744680,1.01910901,-0.05660040,0.34501009,,,0.00000000,0.00000000,0.00000000,0
4.5100,-0.01730344,0.02639133,9.84325412,-0.00427811,0.00348955,0.01664004,1.03414027,-0.02876965,0.35557774,,,0.00000000,0.00000000,0.00000000,0
4.5200,0.10411187,-0.00672051,9.89237633,0.00627140,-0.00634095,0.01342959,1.04368810,-0.00143855,0.35436183,,,0.00000000,0.00000000,0.00000000,0
4.5300,0.08858208,-0.07635949,9.83765057,-0.00259765,0.00321281,0.01587582,1.06058098,-0.04121739,0.34458840,,,0.00000000,0.00000000,0.00000000,0
4.5400,-0.09769965,-0.06534956,9.75621338,0.00167454,0.00243649,0.01410944,1.03253129,-0.05628561,0.37978671,,,0.00000000,0.00000000,0.00000000,0
4.5500,0.02842550,-0.10661048,9.87809875,-0.00012777,-0.00778326,0.00589764,1.04403269,-0.01904290,0.38085038,,,0.00000000,0.00000000,0.00000000,0
4.5600,0.07625914,-0.14360981,9.80493767,-0.00941297,-0.00003149,0.01899244,1.04695832,-0.00560897,0.32032641,,,0.00000000,0.00000000,0.00000000,0
4.5700,-0.03546495,0.02971947,10.00650896,-0.00041553,0.00109986,0.01248047,1.05911602,-0.02525585,0.34708284,,,0.00000000,0.00000000,0.00000000,0
4.5800,0.10812293,-0.05795351,9.98720051,-0.00400475,-0.00610507,0.01290411,1.05632888,-0.02930233,0.34489187,,,0.00000000,0.00000000,0.00000000,0
4.5900,-0.08112862,0.08994864,9.81750286,0.00522624,0.00393914,0.01334058,1.01145981,-0.00333864,0.31652005,,,0.00000000,0.00000000,0.00000000,0
4.6000,-0.18242346,0.18206438,9.99624185,-0.00099220,0.00198891,0.00943195,1.04131478,-0.00606687,0.36495262,,,0.00000000,0.00000000,0.00000000,0
4.6100,-0.04255070,-0.01647931,9.85284004,-0.00236624,0.00087472,0.01014038,1.03095789,-0.03372797,0.34614430,,,0.00000000,0.00000000,0.00000000,0
4.6200,0.04817766,-0.14866292,9.81548048,-0.00710955,-0.00292014,0.00777405,1.04393965,-0.03089140,0.33607838,,,0.00000000,0.00000000,0.00000000,0
4.6300,0.07743690,-0.01218431,9.96593908,-0.00287142,0.00896211,0.01686294,1.01836636,-0.01282586,0.33624482,,,0.00000000,0.00000000,0.00000000,0
4.6400,0.04638002,0.15793773,9.81274148,0.00095594,-0.00387766,0.01971395,1.02332997,0.00476047,0.34268790,,,0.00000000,0.00000000,0.00000000,0
4.6500,0.06074659,-0.18330543,9.76974935,0.00277564,-0.00202103,0.01528669,1.02047795,-0.04437184,0.36649137,,,0.00000000,0.00000000,0.00000000,0
4.6600,0.14628208,-0.10542422,9.91245401,-0.00598201,-0.00019604,0.01040473,1.02893665,-0.03203668,0.32059996,,,0.00000000,0.00000000,0.00000000,0
4.6700,0.03505833,-0.11356392,9.84214006,0.00430669,0.00254797,0.02021427,1.03079067,-0.02950436,0.35568305,,,0.00000000,0.00000000,0.00000000,0
4.6800,-0.00113869,-0.06898927,9.93028866,-0.00233786,-0.00184299,0.01370869,1.06183277,-0.02251946,0.31180820,,,0.00000000,0.00000000,0.00000000,0
4.6900,0.09218756,-0.07619406,9.79743178,0.00200333,-0.00320106,0.00860844,1.01559727,-0.04341594,0.35041908,,,0.00000000,0.00000000,0.00000000,0
4.7000,0.06258699,-0.03800123,9.95226260,0.00358529,0.00306994,0.00745539,1.04057180,-0.02082862,0.32958674,,,0.00000000,0.00000000,0.00000000,0
4.7100,0.25242349,0.03743395,9.86722158,-0.00204137,0.00178013,0.01571141,1.00645517,-0.01842749,0.33973439,,,0.00000000,0.00000000,0.00000000,0
4.7200,0.02623648,-0.09853553,9.79746618,0.00072534,-0.00267812,0.02076093,1.00446600,-0.04460480,0.34799303,,,0.00000000,0.00000000,0.00000000,0
4.7300,-0.04027324,-0.06162681,9.83582852,-0.00503576,0.00106490,0.01344641,1.02150086,-0.04798162,0.36975547,,,0.00000000,0.00000000,0.00000000,0
4.7400,0.09949846,-0.06191992,9.85420402,0.00410277,0.00053593,0.01244290,1.02303928,-0.02586872,0.35778904,,,0.00000000,0.00000000,0.00000000,0
4.7500,-0.05746192,0.10156605,9.91055891,0.00969889,-0.00080475,0.01388678,1.03420092,0.00490674,0.33431637,,,0.00000000,0.00000000,0.00000000,0
4.7600,0.18310985,0.03375086,9.98917088,0.00201859,-0.00026507,0.01158404,1.07824240,-0.04477850,0.35053226,,,0.00000000,0.00000000,0.00000000,0
4.7700,0.02012100,0.02737286,10.08644051,-0.00241129,0.00241567,0.01279457,1.04411650,-0.01381120,0.36506686,,,0.00000000,0.00000000,0.00000000,0
4.7800,-0.05788276,0.06410152,10.00583554,-0.00890493,-0.00088852,0.01599038,1.03434285,-0.03563609,0.37223909,,,0.00000000,0.00000000,0.00000000,0
4.7900,0.07369021,0.03121699,9.97237076,0.00500331,-0.00231018,0.01208603,1.06262100,-0.03837092,0.37300691,,,0.00000000,0.00000000,0.00000000,0
4.8000,-0.01362361,0.00339294,9.79895961,0.00487886,-0.00244559,0.01870915,1.04815393,-0.02649560,0.33817220,,,0.00000000,0.00000000,0.00000000,0
4.8100,-0.01529976,-0.08052502,9.85829854,0.00205901,0.00316132,0.01106839,1.02080165,-0.02381322,0.31308041,,,0.00000000,0.00000000,0.00000000,0
4.8200,0.05198205,0.00704265,9.75392730,-0.00453752,0.00429560,0.01781317,1.03225886,-0.02387759,0.32972203,,,0.00000000,0.00000000,0.00000000,0
4.8300,0.20214203,0.06468232,9.92948502,-0.00207839,0.00843408,0.01636117,1.06419163,-0.00532430,0.33883859,,,0.00000000,0.00000000,0.00000000,0
4.8400,0.01067757,-0.03730453,9.91489331,-0.00432085,-0.00191579,0.01343228,1.03809704,-0.03211396,0.34662574,,,0.00000000,0.00000000,0.00000000,0
4.8500,0.07371520,-0.16768500,9.93074234,-0.00302962,-0.00788541,0.01378736,1.03246010,-0.02295117,0.37979096,,,0.00000000,0.00000000,0.00000000,0
4.8600,0.27905981,-0.18146320,9.95157421,0.00330964,0.00109724,0.01367624,1.04109629,-0.02856900,0.35685440,,,0.00000000,0.00000000,0.00000000,0
4.8700,0.07028016,-0.03915322,9.98256126,0.00096365,0.00273413,0.02169204,1.02951549,-0.02075947,0.34745179,,,0.00000000,0.00000000,0.00000000,0
4.8800,-0.05708771,-0.01663240,9.99015637,-0.00129873,-0.00224168,0.01173712,1.02511792,-0.02033397,0.32691690,,,0.00000000,0.00000000,0.00000000,0
4.8900,0.02383212,-0.06434104,9.87943818,0.00116552,-0.00531268,0.01972879,1.03231172,-0.03601852,0.35288237,,,0.00000000,0.00000000,0.00000000,0
4.9000,0.00345957,0.09713350,9.79545218,0.00741062,-0.00395160,0.01901308,1.01681280,-0.04430954,0.35271881,,,0.00000000,0.00000000,0.00000000,0
4.9100,0.11175450,-0.13293470,9.92500579,-0.00253749,0.00524887,0.01362224,1.04893474,-0.03180279,0.35180355,,,0.00000000,0.00000000,0.00000000,0
4.9200,0.03137604,-0.24241296,9.86950855,-0.00173975,-0.00480380,0.02144622,1.02738320,-0.02977534,0.31318892,,,0.00000000,0.00000000,0.00000000,0
4.9300,-0.04774270,-0.06654252,9.99652414,0.00350582,0.00285842,0.00545998,1.04958439,-0.01561729,0.35465854,,,0.00000000,0.00000000,0.00000000,0
4.9400,-0.05188649,-0.11719603,9.98847063,0.00653452,-0.00095557,0.01595644,1.02538909,-0.01011322,0.34478797,,,0.00000000,0.00000000,0.00000000,0
4.9500,0.04953575,0.09677847,9.89660859,0.00059298,-0.00251493,0.01549066,1.06005192,-0.03410548,0.34355466,,,0.00000000,0.00000000,0.00000000,0
4.9600,-0.03256517,-0.03545339,9.97113027,-0.00255890,-0.00031557,0.01505467,1.03674083,-0.04028035,0.35244596,,,0.00000000,0.00000000,0.00000000,0
4.9700,0.11740042,-0.02992708,9.87401149,-0.00702842,0.00221834,0.01832378,1.04738016,-0.03390794,0.34812228,,,0.00000000,0.00000000,0.00000000,0
4.9800,0.03074396,-0.07757337,10.02887038,0.00500599,0.00226907,0.01337377,1.03966116,-0.02419795,0.35500360,,,0.00000000,0.00000000,0.00000000,0
4.9900,0.04059145,-0.12303273,9.83076660,0.00080297,0.00541395,0.01422903,1.04807154,-0.02135167,0.35928509,,,0.00000000,0.00000000,0.00000000,0
5.0000,0.09974559,0.02276476,9.85872008,-0.00406269,0.00147524,0.01957460,1.05065651,-0.02980460,0.37195939,0.11967592,0.09392780,0.00000000,0.00000000,0.00000000,0
5.0100,-0.01498056,-0.02803343,9.73234500,-0.00148023,0.00093357,0.01451025,1.04602622,-0.01753171,0.35212196,,,0.00000000,0.00969160,0.00000000,0
5.0200,-0.06707546,0.03571197,9.83057850,0.00524411,0.00294331,0.01083808,1.01889721,-0.03663232,0.35559591,,,0.00000000,0.01938320,0.00000000,0
5.0300,0.07083871,0.07020741,9.92343300,-0.00161386,0.00457017,0.01725354,1.04548096,-0.03051049,0.37685174,,,0.00000000,0.02907480,0.00000000,0
5.0400,0.04169517,0.14503857,9.92491990,-0.00167985,0.00312704,0.01464240,1.02072787,-0.05622438,0.35231510,,,0.00000000,0.03876640,0.00000000,0
5.0500,0.01084317,0.03021577,9.90354772,0.00845002,-0.00085845,0.01271652,1.02991543,-0.02953266,0.36476824,,,0.00000000,0.04845800,0.00000000,0
5.0600,-0.03039888,-0.02399872,9.85643006,0.00276125,0.00523117,0.01718260,1.08017139,-0.04945280,0.33913877,,,0.00000000,0.05814960,0.00000000,0
5.0700,-0.12172419,-0.04418000,9.84671557,0.00647436,0.00739017,0.01188810,1.03917102,-0.05181588,0.34377507,,,0.00000000,0.06784120,0.00000000,0
5.0800,0.00394885,-0.16528753,9.84082800,-0.00195625,-0.00514455,0.01104880,1.05900633,-0.03086850,0.35460401,,,0.00000000,0.07753280,0.00000000,0
5.0900,0.03673583,-0.02161597,9.77661123,0.00299755,0.00252719,0.01392764,1.05636770,-0.05526117,0.35681349,,,0.00000000,0.08722440,0.00000000,0
5.1000,0.09201813,-0.12997304,9.85159670,-0.00312708,-0.00588691,0.01421103,1.03929463,-0.02602806,0.34031318,,,0.00000000,0.09691601,0.00000000,0
5.1100,0.14733270,-0.08693942,9.82799987,-0.00553812,-0.00650821,0.01518360,1.03365420,-0.03149344,0.36584864,,,0.00000000,0.10660761,0.00000000,0
5.1200,0.12826825,-0.06157509,9.84557949,0.00176740,0.00259867,0.01015490,1.02930160,-0.02093004,0.32370080,,,0.00000000,0.11629921,0.00000000,0
5.1300,0.05818869,0.05627689,9.68882993,-0.00275592,-0.00002746,0.02185186,1.04626752,-0.01857438,0.34162539,,,0.00000000,0.12599081,0.00000000,0
5.1400,-0.02809369,-0.11278747,9.78084692,-0.00120854,0.00023082,0.01767504,1.03570161,-0.03003669,0.35926355,,,0.00000000,0.13568241,0.00000000,0
5.1500,-0.03022268,-0.09891462,9.89473728,-0.00215172,0.00015016,0.01554302,1.05765865,-0.02719771,0.35168751,,,0.00000000,0.14537401,0.00000000,0
5.1600,-0.03297022,-0.01993820,9.90291365,0.00434491,-0.00643551,0.01589179,1.03712471,-0.02599898,0.36645309,,,0.00000000,0.15506561,0.00000000,0
5.1700,-0.01984425,-0.01926569,10.00420153,-0.00560962,0.00623204,0.00496405,1.04376280,-0.03803772,0.35006661,,,0.00000000,0.16475721,0.00000000,0
5.1800,0.06640432,-0.08219988,9.86467835,-0.00334093,-0.00184921,0.01867066,1.02842885,-0.04274646,0.34786896,,,0.00000000,0.17444881,0.00000000,0
5.1900,-0.03503536,-0.00776872,9.94059593,-0.00023736,0.00169696,0.01088049,1.03159312,-0.01876785,0.33756758,,,0.00000000,0.18414041,0.00000000,0
5.2000,-0.02703554,-0.04702191,9.96098369,-0.00562668,0.00511279,0.01698605,1.04104764,-0.04714815,0.36659631,,,0.00000000,0.19383201,0.00000000,0
5.2100,-0.00067886,-0.01448850,9.78630954,0.00113614,0.00362049,0.01019288,1.04443550,-0.01154685,0.36298087,,,0.00000000,0.20352361,0.00000000,0
5.2200,-0.02694286,-0.07166036,10.04410560,0.00174128,-0.00081064,0.01891325,1.02505608,-0.02943993,0.34584041,,,0.00000000,0.21321521,0.00000000,0
5.2300,0.00727599,-0.07207302,9.82494452,0.00062916,0.00493522,0.01283130,1.03239655,-0.04489910,0.35052354,,,0.00000000,0.22290681,0.00000000,0
5.2400,0.02675181,0.02295193,9.88515923,-0.00202383,-0.00513111,0.01412230,1.04135068,-0.02689921,0.39116727,,,0.00000000,0.23259841,0.00000000,0
5.2500,0.20462517,-0.01220058,9.98579233,-0.00328427,0.00451842,0.02108715,1.03764725,-0.02872201,0.35369116,,,0.00000000,0.24229001,0.00000000,0
5.2600,0.06213689,0.01944812,9.75451200,0.00557573,-0.00487533,0.01893157,1.03632156,-0.03436746,0.35582456,,,0.00000000,0.25198161,0.00000000,0
5.2700,0.02983524,-0.03409185,9.85056344,-0.00467115,0.00183183,0.00946963,1.03715176,-0.01932392,0.36123047,,,0.00000000,0.26167321,0.00000000,0
5.2800,-0.13223029,0.04244958,9.83902797,0.00241669,0.00358125,0.01217875,1.02723523,-0.02993908,0.35949352,,,0.00000000,0.27136481,0.00000000,0
5.2900,0.00495429,-0.04764020,9.85175366,-0.00810000,-0.00815229,0.01574857,1.03605673,-0.03330877,0.35366024,,,0.00000000,0.28105642,0.00000000,0
5.3000,0.07256787,-0.12788284,9.79551664,0.00236208,0.00522343,0.01403738,1.04887921,-0.02740733,0.34722587,,,0.00000000,0.29074802,0.00000000,0
5.3100,0.06325066,-0.01321158,9.83986762,0.00030573,0.00105030,0.01820408,1.03934566,-0.01210773,0.34123802,,,0.00000000,0.30043962,0.00000000,0
5.3200,-0.00591299,-0.08988150,9.86533159,-0.00028855,-0.00450165,0.01223410,1.04951067,-0.03352227,0.40863773,,,0.00000000,0.31013122,0.00000000,0
5.3300,0.13445860,-0.10557106,9.99186545,0.00168897,0.00157045,0.00746623,1.04912290,-0.02918683,0.35347951,,,0.00000000,0.31982282,0.00000000,0
5.3400,0.10751852,-0.05440596,9.93264602,-0.00003191,-0.00706637,0.01132329,1.01813057,-0.03733902,0.38398190,,,0.00000000,0.32951442,0.00000000,0
5.3500,-0.07727227,-0.15328756,9.76681752,-0.00097613,-0.00179018,0.01423193,1.04523643,-0.03409380,0.35492516,,,0.00000000,0.33920602,0.00000000,0
5.3600,0.00722028,-0.03664659,9.82878890,0.00592229,-0.00014301,0.01716392,1.04070061,-0.04362194,0.35659383,,,0.00000000,0.34889762,0.00000000,0
5.3700,0.04795382,-0.17645196,9.90962878,-0.00241758,0.00313261,0.01794753,1.04738690,-0.05118392,0.35162359,,,0.00000000,0.35858922,0.00000000,0
5.3800,-0.07354405,-0.05263287,9.83697426,0.00051797,-0.00130094,0.01995695,1.00075847,-0.05416065,0.36705017,,,0.00000000,0.36828082,0.00000000,0
5.3900,-0.05249685,-0.10261361,9.78951959,0.00241728,-0.00774676,0.01591363,1.05770795,-0.00323895,0.33651474,,,0.00000000,0.37797242,0.00000000,0
5.4000,0.03904611,0.06208197,9.91515453,-0.00333803,0.00047938,0.01416055,1.03884946,-0.03474942,0.37036027,,,0.00000000,0.38766402,0.00000000,0
5.4100,-0.03955928,-0.03964403,9.79639064,-0.00152586,-0.00153111,0.01789583,1.04470742,-0.02874716,0.36371246,,,0.00000000,0.39735562,0.00000000,0
5.4200,0.07598498,-0.12957566,9.96915989,0.00225295,-0.00276387,0.01457281,1.03356613,-0.01596682,0.35022789,,,0.00000000,0.40704722,0.00000000,0
5.4300,0.00121561,-0.01868178,9.89736945,-0.00585562,0.00561432,0.01309636,1.05586980,-0.02725801,0.35841183,,,0.00000000,0.41673882,0.00000000,0
5.4400,0.12260952,0.08269547,9.95469162,0.00474790,-0.00184140,0.01310042,1.02381309,-0.05196735,0.33263383,,,0.00000000,0.42643042,0.00000000,0
5.4500,0.05074871,0.16546444,9.97062032,-0.00059099,0.00278642,0.01868641,1.04711249,-0.06064881,0.37462985,,,0.00000000,0.43612202,0.00000000,0
5.4600,0.03204170,0.19431199,9.88525095,0.00521035,0.00275568,0.02091466,1.03544379,-0.04913363,0.36003784,,,0.00000000,0.44581362,0.00000000,0
5.4700,0.04695146,0.01753703,9.85100508,0.00685053,-0.00286366,0.02023669,1.02234747,-0.02935725,0.35126372,,,0.00000000,0.45550522,0.00000000,0
